1776662,1776662,1841942,2367768,2104598,2432534,1776662,3219478
1842455,1710869,1973782,2367511,3482650,1842196,1710869,2301718
1776662,1776662,2105368,3220250,4204572,1907989,1973782,3679257
1776662,1710869,1776662,4403241,3874837,1973782,3420199,1645076
1973782,1776662,1907989,4139810,3874837,2170391,9464407,1776662
1973782,1776662,1776662,3613464,4006423,3941400,8999739,1776662
1973782,1710869,1710869,3745822,3875092,2038805,8341294,1710869
1776662,1776662,1776662,4139292,3677200,1907989,8406058,1776662
1776662,1776662,1776662,3350807,3809299,2301718,6826764,1776662
1776662,1710869,1776662,4599585,2825492,5977378,13800308,1710869
1776662,2564120,1776662,3613979,3940372,2563605,2170389,1776662
1710869,2498325,1842196,3811615,7354140,2432019,2105368,1776662
1710869,2629911,10714221,2433050,2759956,2104598,2105368,1776662
1776662,2235925,14730937,1776403,5974035,2957335,2236184,1776662
1776662,2498327,14258024,15050353,8208419,2301718,1908246,1776662
1710869,2301716,1907989,15056794,11825746,3349778,1907989,1776662
1776662,2760724,1776662,15525089,6956812,8734247,1776662,1776662
1580311,2104598,1776662,15525089,10175263,2301718,1776662,1776662
1776662,1776662,1776662,2301464,15394271,2367511,1907989,1776662
1973782,1776662,1776662,5580821,15525089,2497812,1776662,1710869
1842196,1776662,1776662,4269595,15525089,1776662,1776662,1710869
1710869,1776662,1776662,2497555,8085589,1842196,1776662,1710869
1776662,1776662,1776662,1973782,2432534,1776662,1776662,1776662
1776662,1776662,1776662,1776662,1907989,1776662,1710869,1776662
1710869,1776662,1776662,1710869,1776662,1776662,1776662,1710869
1776662,1776662,1710869,1776662,1776662,1776662,1710869,1710869
1776662,1776662,1710869,1776662,1776662,1710869,1776662,1776662
1776662,1776662,1776662,1710869,1776662,1776662,1776662,1776662
1776662,1776662,1776662,1776662,1710869,1776662,1776662,1776662
1776662,1776662,1776662,1776662,1776662,1776662,1710869,1776662
